age_d;age_h;T;H_a;Cpm;psi_x;rho
123;1;19.3;88;0.0531697341513292;-3.94331395348837;22.1999131263261
123;2;19.1;87;0.0531697341513292;-3.94331395348837;22.1998841143564
123;3;18.5;89;0.0531697341513292;-3.94331395348837;22.199888509583
123;4;18.1;89;0.0531697341513292;-3.94331395348837;22.1999264218159
123;5;17.3;90;0.0531697341513292;-3.94331395348837;22.1999979608656
123;6;18.2;86;0.0531697341513292;-3.94331395348837;22.200103236542
123;7;20.1;79;0.0531697341513292;-3.94331395348837;22.2002423586556
123;8;22;73;0.0531697341513292;-3.94331395348837;22.2004154370165
123;9;23.8;65;0.177021792543947;-6.02920999999732;22.2006225814348
123;10;25.5;56;0.292433537832323;-7.9729556780431;22.2008639017209
123;11;26.7;50;0.391539850301937;-9.64208793185771;22.201139507685
123;12;28.4;43;0.467586798538975;-10.9228581567163;22.2014495091372
123;13;29.2;42;0.515391908694568;-11.7279839783669;22.2017940158878
123;14;30;32;0.531697341513292;-12.0025974025974;22.202173137747
123;15;30.4;31;0.515391908694564;-11.7279839783668;22.202586984525
123;16;30.7;32;0.467586798538968;-10.9228581567161;22.203035666032
123;17;29.7;34;0.391539850301957;-9.64208793185805;22.2035192920783
123;18;27.8;49;0.292433537832311;-7.97295567804289;22.2040379724741
123;19;24.4;61;0.177021792543933;-6.02920999999709;22.2045918170295
123;20;24.8;55;0.0531697341513435;-3.94331395348861;22.2051809355548
123;21;24.9;60;0.0531697341513292;-3.94331395348837;22.2058054378603
123;22;24.3;65;0.0531697341513292;-3.94331395348837;22.2064654337561
123;23;23.2;70;0.0531697341513292;-3.94331395348837;22.2071610330524
123;24;22.2;74;0.0531697341513292;-3.94331395348837;22.2078923455595
124;1;22.3;74;0.0531697341513292;-3.94331395348837;22.2086594810876
124;2;21.9;76;0.0531697341513292;-3.94331395348837;22.2094625494469
124;3;20.3;84;0.0531697341513292;-3.94331395348837;22.2103016604476
124;4;19.9;86;0.0531697341513292;-3.94331395348837;22.2111769239
124;5;20.3;85;0.0531697341513292;-3.94331395348837;22.2120884496142
124;6;19.2;93;0.0531697341513292;-3.94331395348837;22.2130363474004
124;7;19.1;95;0.0531697341513292;-3.94331395348837;22.214020727069
124;8;18.6;97;0.0531697341513292;-3.94331395348837;22.2150416984301
124;9;18.6;98;0.177021792543947;-6.02920999999732;22.2160993712939
124;10;19.3;98;0.292433537832323;-7.9729556780431;22.2171938554706
124;11;19.7;97;0.391539850301937;-9.64208793185771;22.2183252607705
124;12;19.9;96;0.467586798538975;-10.9228581567163;22.2194936970037
124;13;20.7;95;0.515391908694568;-11.7279839783669;22.2206992739806
124;14;20.7;93;0.531697341513292;-12.0025974025974;22.2219421015112
124;15;21;93;0.515391908694564;-11.7279839783668;22.2232222894059
124;16;21.1;92;0.467586798538968;-10.9228581567161;22.2245399474748
124;17;18.2;95;0.391539850301957;-9.64208793185805;22.2258951855282
124;18;18.2;95;0.292433537832311;-7.97295567804289;22.2272881133762
124;19;18.2;96;0.177021792543933;-6.02920999999709;22.2287188408292
124;20;18;96;0.0531697341513435;-3.94331395348861;22.2301874776972
124;21;17.5;97;0.0531697341513292;-3.94331395348837;22.2316941337906
124;22;17.1;98;0.0531697341513292;-3.94331395348837;22.2332389189195
124;23;16.7;98;0.0531697341513292;-3.94331395348837;22.2348219428942
124;24;16.5;98;0.0531697341513292;-3.94331395348837;22.2364433155248
125;1;15.8;99;0.0531697341513292;-3.94331395348837;22.2381031466217
125;2;15.3;99;0.0531697341513292;-3.94331395348837;22.239801545995
125;3;15.3;99;0.0531697341513292;-3.94331395348837;22.2415386234549
125;4;15;99;0.0531697341513292;-3.94331395348837;22.2433144888116
125;5;14.6;99;0.0531697341513292;-3.94331395348837;22.2451292518754
125;6;15.3;98;0.0531697341513292;-3.94331395348837;22.2469830224565
125;7;16.5;95;0.0531697341513292;-3.94331395348837;22.248875910365
125;8;19;78;0.0531697341513292;-3.94331395348837;22.2508080254113
125;9;19.7;66;0.177021792543947;-6.02920999999732;22.2527794774056
125;10;21.2;59;0.292433537832323;-7.9729556780431;22.2547903761579
125;11;22;57;0.391539850301937;-9.64208793185771;22.2568408314787
125;12;22.4;52;0.467586798538975;-10.9228581567163;22.258930953178
125;13;22.7;46;0.515391908694568;-11.7279839783669;22.2610608510661
125;14;22.9;43;0.531697341513292;-12.0025974025974;22.2632306349532
125;15;23.1;40;0.515391908694564;-11.7279839783668;22.2654404146496
125;16;22.9;42;0.467586798538968;-10.9228581567161;22.2676902999654
125;17;22.2;43;0.391539850301957;-9.64208793185805;22.2699804007109
125;18;20.8;47;0.292433537832311;-7.97295567804289;22.2723108266962
125;19;18.9;54;0.177021792543933;-6.02920999999709;22.2746816877317
125;20;17.6;61;0.0531697341513435;-3.94331395348861;22.2770930936275
125;21;16.9;65;0.0531697341513292;-3.94331395348837;22.2795451541938
125;22;15.8;71;0.0531697341513292;-3.94331395348837;22.2820379792409
125;23;15.3;74;0.0531697341513292;-3.94331395348837;22.2845716785789
125;24;15.3;75;0.0531697341513292;-3.94331395348837;22.2871463620181
126;1;15.1;76;0.0531697341513292;-3.94331395348837;22.2897621393688
126;2;15.1;73;0.0531697341513292;-3.94331395348837;22.292419120441
126;3;14.9;74;0.0531697341513292;-3.94331395348837;22.2951174150451
126;4;14.6;76;0.0531697341513292;-3.94331395348837;22.2978571329913
126;5;14.4;77;0.0531697341513292;-3.94331395348837;22.3006383840897
126;6;15.1;74;0.0531697341513292;-3.94331395348837;22.3034612781506
126;7;16.8;68;0.0531697341513292;-3.94331395348837;22.3063259249842
126;8;18.8;62;0.0531697341513292;-3.94331395348837;22.3092324344007
126;9;20.4;55;0.177021792543947;-6.02920999999732;22.3121809162104
126;10;21.8;50;0.292433537832323;-7.9729556780431;22.3151714802234
126;11;23.2;46;0.391539850301937;-9.64208793185771;22.31820423625
126;12;24.2;42;0.467586798538975;-10.9228581567163;22.3212792941004
126;13;24.7;39;0.515391908694568;-11.7279839783669;22.3243967635848
126;14;25.4;40;0.531697341513292;-12.0025974025974;22.3275567545134
126;15;25.4;41;0.515391908694564;-11.7279839783668;22.3307593766965
126;16;25.4;41;0.467586798538968;-10.9228581567161;22.3340047399442
126;17;24.9;43;0.391539850301957;-9.64208793185805;22.3372929540668
126;18;23.6;47;0.292433537832311;-7.97295567804289;22.3406241288745
126;19;21.7;54;0.177021792543933;-6.02920999999709;22.3439983741775
126;20;20.6;58;0.0531697341513435;-3.94331395348861;22.3474157997861
126;21;18.6;67;0.0531697341513292;-3.94331395348837;22.3508765155104
126;22;18.8;68;0.0531697341513292;-3.94331395348837;22.3543806311606
126;23;18;72;0.0531697341513292;-3.94331395348837;22.357928256547
126;24;17.7;75;0.0531697341513292;-3.94331395348837;22.3615195014798
127;1;15.5;85;0.0531697341513292;-3.94331395348837;22.3651544757693
127;2;16;84;0.0531697341513292;-3.94331395348837;22.3688332892255
127;3;15;89;0.0531697341513292;-3.94331395348837;22.3725560516588
127;4;14.5;89;0.0531697341513292;-3.94331395348837;22.3763228728794
127;5;14.3;91;0.0531697341513292;-3.94331395348837;22.3801338626975
127;6;15.7;90;0.0531697341513292;-3.94331395348837;22.3839891309232
127;7;18.2;80;0.0531697341513292;-3.94331395348837;22.3878887873669
127;8;20.5;68;0.0531697341513292;-3.94331395348837;22.3918329418387
127;9;22.4;61;0.177021792543947;-6.02920999999732;22.3958217041488
127;10;24;57;0.292433537832323;-7.9729556780431;22.3998551841075
127;11;26.1;52;0.391539850301937;-9.64208793185771;22.403933491525
127;12;27.6;45;0.467586798538975;-10.9228581567163;22.4080567362115
127;13;28.8;39;0.515391908694568;-11.7279839783669;22.4122250279772
127;14;30.5;30;0.531697341513292;-12.0025974025974;22.4164384766323
127;15;31.2;32;0.515391908694564;-11.7279839783668;22.4206971919871
127;16;31.1;32;0.467586798538968;-10.9228581567161;22.4250012838518
127;17;30.9;36;0.391539850301957;-9.64208793185805;22.4293508620366
127;18;27.8;46;0.292433537832311;-7.97295567804289;22.4337460363516
127;19;25;56;0.177021792543933;-6.02920999999709;22.4381869166072
127;20;23.3;66;0.0531697341513435;-3.94331395348861;22.4426736126135
127;21;20.8;77;0.0531697341513292;-3.94331395348837;22.4472062341807
127;22;20.1;78;0.0531697341513292;-3.94331395348837;22.4517848911192
127;23;18.4;82;0.0531697341513292;-3.94331395348837;22.456409693239
127;24;17.5;89;0.0531697341513292;-3.94331395348837;22.4610807503504
128;1;16.2;92;0.0531697341513292;-3.94331395348837;22.4657981722637
128;2;15.1;93;0.0531697341513292;-3.94331395348837;22.4705620687889
128;3;14.3;95;0.0531697341513292;-3.94331395348837;22.4753725497365
128;4;14;96;0.0531697341513292;-3.94331395348837;22.4802297249165
128;5;13.6;97;0.0531697341513292;-3.94331395348837;22.4851337041392
128;6;16.9;94;0.0531697341513292;-3.94331395348837;22.4900845972148
128;7;19.4;80;0.0531697341513292;-3.94331395348837;22.4950825139535
128;8;21.3;72;0.0531697341513577;-3.94331395348885;22.5001275641656
128;9;24.2;57;0.177021792543947;-6.02920999999732;22.5052198576612
128;10;26.8;46;0.292433537832286;-7.97295567804247;22.5103595042506
128;11;29.4;33;0.391539850301967;-9.64208793185821;22.515546613744
128;12;31.2;27;0.467586798538975;-10.9228581567163;22.5207812959517
128;13;32.6;26;0.515391908694557;-11.7279839783667;22.5260636606837
128;14;33.1;22;0.531697341513292;-12.0025974025974;22.5313938177504
128;15;33.6;21;0.515391908694564;-11.7279839783668;22.5367718769619
128;16;33.4;23;0.467586798538989;-10.9228581567165;22.5421979481285
128;17;32.9;21;0.391539850301927;-9.64208793185753;22.5476721410604
128;18;31;27;0.292433537832311;-7.97295567804289;22.5531945655679
128;19;27.1;38;0.177021792543974;-6.02920999999779;22.558765331461
128;20;25;44;0.0531697341513292;-3.94331395348837;22.5643845485501
128;21;23.9;43;0.0531697341513292;-3.94331395348837;22.5700523266454
128;22;23.6;43;0.0531697341513292;-3.94331395348837;22.575768775557
128;23;22.5;48;0.0531697341513292;-3.94331395348837;22.5815340050952
128;24;21.8;51;0.0531697341513292;-3.94331395348837;22.5873481250703
129;1;21.2;53;0.0531697341513292;-3.94331395348837;22.5932112452924
129;2;20.3;57;0.0531697341513292;-3.94331395348837;22.5991234755717
129;3;18.8;63;0.0531697341513292;-3.94331395348837;22.6050849257185
129;4;18.1;67;0.0531697341513292;-3.94331395348837;22.611095705543
129;5;15.8;78;0.0531697341513292;-3.94331395348837;22.6171559248553
129;6;18;73;0.0531697341513292;-3.94331395348837;22.6232656934658
129;7;21;62;0.0531697341513292;-3.94331395348837;22.6294251211846
129;8;24.2;48;0.0531697341513577;-3.94331395348885;22.635634317822
129;9;27.2;40;0.177021792543947;-6.02920999999732;22.6418933931882
129;10;29.2;34;0.292433537832286;-7.97295567804247;22.6482024570933
129;11;30.9;29;0.391539850301967;-9.64208793185821;22.6545616193476
129;12;31.8;28;0.467586798538975;-10.9228581567163;22.6609709897614
129;13;32.8;27;0.515391908694557;-11.7279839783667;22.6674306781447
129;14;33.4;25;0.531697341513292;-12.0025974025974;22.673940794308
129;15;33.7;25;0.515391908694564;-11.7279839783668;22.6805014480613
129;16;33.6;27;0.467586798538989;-10.9228581567165;22.6871127492149
129;17;33;28;0.391539850301927;-9.64208793185753;22.6937748075789
129;18;30.9;32;0.292433537832311;-7.97295567804289;22.7004877329638
129;19;28.1;38;0.177021792543974;-6.02920999999779;22.7072516351795
129;20;26.1;46;0.0531697341513292;-3.94331395348837;22.7140666240364
129;21;24.8;51;0.0531697341513292;-3.94331395348837;22.7209328093447
129;22;23.7;55;0.0531697341513292;-3.94331395348837;22.7278503009146
129;23;22.5;58;0.0531697341513292;-3.94331395348837;22.7348192085562
129;24;22.5;58;0.0531697341513292;-3.94331395348837;22.7418396420799
130;1;21.9;61;0.0531697341513292;-3.94331395348837;22.7489117112959
130;2;21.1;65;0.0531697341513292;-3.94331395348837;22.7560355260142
130;3;18.9;72;0.0531697341513292;-3.94331395348837;22.7632111960453
130;4;18;78;0.0531697341513292;-3.94331395348837;22.7704388311993
130;5;17;83;0.0531697341513292;-3.94331395348837;22.7777185412863
130;6;18.9;76;0.0531697341513292;-3.94331395348837;22.7850504361167
130;7;21.4;67;0.0531697341513292;-3.94331395348837;22.7924346255007
130;8;24.1;57;0.0531697341513577;-3.94331395348885;22.7998712192483
130;9;27.3;44;0.177021792543947;-6.02920999999732;22.80736032717
130;10;29.5;36;0.292433537832286;-7.97295567804247;22.8149020590759
130;11;31.6;30;0.391539850301967;-9.64208793185821;22.8224965247761
130;12;32.6;29;0.467586798538975;-10.9228581567163;22.830143834081
130;13;33;28;0.515391908694557;-11.7279839783667;22.8378440968008
130;14;34;26;0.531697341513292;-12.0025974025974;22.8455974227456
130;15;34.1;27;0.515391908694564;-11.7279839783668;22.8534039217257
130;16;33.9;28;0.467586798538989;-10.9228581567165;22.8612637035512
130;17;33.3;30;0.391539850301927;-9.64208793185753;22.8691768780325
130;18;31.3;35;0.292433537832311;-7.97295567804289;22.8771435549798
130;19;28.5;40;0.177021792543974;-6.02920999999779;22.8851638442031
130;20;26.9;44;0.0531697341513292;-3.94331395348837;22.8932378555129
130;21;26;47;0.0531697341513292;-3.94331395348837;22.9013656987192
130;22;24.5;53;0.0531697341513292;-3.94331395348837;22.9095474836323
130;23;23.4;58;0.0531697341513292;-3.94331395348837;22.9177833200624
130;24;23.3;59;0.0531697341513292;-3.94331395348837;22.9260733178198
131;1;22.5;62;0.0531697341513292;-3.94331395348837;22.9344175867146
131;2;21.6;65;0.0531697341513292;-3.94331395348837;22.942816236557
131;3;21.1;67;0.0531697341513292;-3.94331395348837;22.9512693771574
131;4;20.5;69;0.0531697341513292;-3.94331395348837;22.9597771183259
131;5;20.4;68;0.0531697341513292;-3.94331395348837;22.9683395698726
131;6;21.5;65;0.0531697341513292;-3.94331395348837;22.9769568416079
131;7;23.8;55;0.0531697341513292;-3.94331395348837;22.985629043342
131;8;25.7;49;0.0531697341513577;-3.94331395348885;22.994356284885
131;9;27.2;46;0.177021792543947;-6.02920999999732;23.0031386760472
131;10;29.6;39;0.292433537832286;-7.97295567804247;23.0119763266389
131;11;30.7;31;0.391539850301967;-9.64208793185821;23.0208693464701
131;12;31.7;28;0.467586798538975;-10.9228581567163;23.0298178453512
131;13;32.5;27;0.515391908694557;-11.7279839783667;23.0388219330923
131;14;33.3;27;0.531697341513292;-12.0025974025974;23.0478817195037
131;15;33.1;29;0.515391908694564;-11.7279839783668;23.0569973143956
131;16;32.6;28;0.467586798538989;-10.9228581567165;23.0661688275781
131;17;31.5;30;0.391539850301927;-9.64208793185753;23.0753963688617
131;18;29.5;34;0.292433537832311;-7.97295567804289;23.0846800480563
131;19;27.4;40;0.177021792543974;-6.02920999999779;23.0940199749723
131;20;26;43;0.0531697341513292;-3.94331395348837;23.1034162594199
131;21;24.2;48;0.0531697341513292;-3.94331395348837;23.1128690112093
131;22;23.5;49;0.0531697341513292;-3.94331395348837;23.1223783401506
131;23;22.8;53;0.0531697341513292;-3.94331395348837;23.1319443560542
131;24;22;56;0.0531697341513292;-3.94331395348837;23.1415671687303
132;1;20.8;62;0.0531697341513292;-3.94331395348837;23.151246887989
132;2;19.6;68;0.0531697341513292;-3.94331395348837;23.1609836236405
132;3;18.9;73;0.0531697341513292;-3.94331395348837;23.1707774854952
132;4;17.5;80;0.0531697341513292;-3.94331395348837;23.1806285833632
132;5;18.1;77;0.0531697341513292;-3.94331395348837;23.1905370270547
132;6;19.3;74;0.0531697341513292;-3.94331395348837;23.2005029263799
132;7;21.3;68;0.0531697341513292;-3.94331395348837;23.2105263911491
132;8;23.4;59;0.0531697341513577;-3.94331395348885;23.2206075311725
132;9;26;46;0.177021792543947;-6.02920999999732;23.2307464562603
132;10;28.4;34;0.292433537832286;-7.97295567804247;23.2409432762227
132;11;30;27;0.391539850301967;-9.64208793185821;23.2511981008699
132;12;31.4;21;0.467586798538975;-10.9228581567163;23.2615110400122
132;13;31.9;23;0.515391908694557;-11.7279839783667;23.2718822034597
132;14;31.3;27;0.531697341513292;-12.0025974025974;23.2823117010227
132;15;31.6;29;0.515391908694564;-11.7279839783668;23.2927996425114
132;16;31.5;26;0.467586798538989;-10.9228581567165;23.303346137736
132;17;31.3;28;0.391539850301927;-9.64208793185753;23.3139512965067
132;18;29;33;0.292433537832311;-7.97295567804289;23.3246152286338
132;19;26.6;42;0.177021792543974;-6.02920999999779;23.3353380439275
132;20;24.6;50;0.0531697341513292;-3.94331395348837;23.3461198521979
132;21;24.8;58;0.0531697341513292;-3.94331395348837;23.3569607632554
132;22;23.1;68;0.0531697341513292;-3.94331395348837;23.36786088691
132;23;21.6;69;0.0531697341513292;-3.94331395348837;23.3788203329721
132;24;19.9;82;0.0531697341513292;-3.94331395348837;23.3898392112519
133;1;20.8;77;0.0531697341513292;-3.94331395348837;23.4009176315595
133;2;20.3;79;0.0531697341513292;-3.94331395348837;23.4120557037052
133;3;19.6;82;0.0531697341513292;-3.94331395348837;23.4232535374992
133;4;18.9;85;0.0531697341513292;-3.94331395348837;23.4345112427517
133;5;18.6;87;0.0531697341513292;-3.94331395348837;23.4458289292729
133;6;19.8;82;0.0531697341513292;-3.94331395348837;23.4572067068731
133;7;22.1;73;0.0531697341513292;-3.94331395348837;23.4686446853625
133;8;23.5;66;0.0531697341513577;-3.94331395348885;23.4801429745512
133;9;24.1;62;0.177021792543947;-6.02920999999732;23.4917016842496
133;10;24.8;60;0.292433537832286;-7.97295567804247;23.5033209242678
133;11;25.7;58;0.391539850301967;-9.64208793185821;23.515000804416
133;12;25.7;59;0.467586798538975;-10.9228581567163;23.5267414345045
133;13;25.9;55;0.515391908694557;-11.7279839783667;23.5385429243434
133;14;25.9;53;0.531697341513292;-12.0025974025974;23.5504053837431
133;15;25.8;51;0.515391908694564;-11.7279839783668;23.5623289225136
133;16;24.7;51;0.467586798538989;-10.9228581567165;23.5743136504653
133;17;23.4;54;0.391539850301927;-9.64208793185753;23.5863596774083
133;18;22;56;0.292433537832311;-7.97295567804289;23.5984671131528
133;19;20.7;60;0.177021792543974;-6.02920999999779;23.6106360675092
133;20;19.3;65;0.0531697341513292;-3.94331395348837;23.6228666502875
133;21;18.2;68;0.0531697341513292;-3.94331395348837;23.635158971298
133;22;18.6;68;0.0531697341513292;-3.94331395348837;23.647513140351
133;23;17.6;73;0.0531697341513292;-3.94331395348837;23.6599292672566
133;24;17;77;0.0531697341513292;-3.94331395348837;23.672407461825
134;1;16.4;81;0.0531697341513292;-3.94331395348837;23.6849478338666
134;2;17.8;76;0.0531697341513292;-3.94331395348837;23.6975504931914
134;3;18.1;75;0.0531697341513292;-3.94331395348837;23.7102155496097
134;4;18.1;75;0.0531697341513292;-3.94331395348837;23.7229431129318
134;5;17.4;78;0.0531697341513292;-3.94331395348837;23.7357332929678
134;6;18.1;76;0.0531697341513292;-3.94331395348837;23.748586199528
134;7;19.1;73;0.0531697341513292;-3.94331395348837;23.7615019424225
134;8;20.5;69;0.0531697341513577;-3.94331395348885;23.7744806314617
134;9;21.8;65;0.177021792543947;-6.02920999999732;23.7875223764556
134;10;23.6;59;0.292433537832286;-7.97295567804247;23.8006272872146
134;11;24.5;54;0.391539850301967;-9.64208793185821;23.8137954735489
134;12;25.6;49;0.467586798538975;-10.9228581567163;23.8270270452686
134;13;26.8;45;0.515391908694557;-11.7279839783667;23.840322112184
134;14;27.1;44;0.531697341513292;-12.0025974025974;23.8536807841052
134;15;27.4;45;0.515391908694564;-11.7279839783668;23.8671031708426
134;16;27.3;45;0.467586798538989;-10.9228581567165;23.8805893822064
134;17;26.7;47;0.391539850301927;-9.64208793185753;23.8941395280067
134;18;25.2;51;0.292433537832311;-7.97295567804289;23.9077537180537
134;19;24.2;55;0.177021792543974;-6.02920999999779;23.9214320621577
134;20;22.5;62;0.0531697341513292;-3.94331395348837;23.935174670129
134;21;20.5;73;0.0531697341513292;-3.94331395348837;23.9489816517776
134;22;21.8;66;0.0531697341513292;-3.94331395348837;23.9628531169139
134;23;20.6;70;0.0531697341513292;-3.94331395348837;23.976789175348
134;24;19.1;77;0.0531697341513292;-3.94331395348837;23.9907899368902
135;1;17.8;85;0.0531697341513292;-3.94331395348837;24.0048555113507
135;2;17.7;87;0.0531697341513292;-3.94331395348837;24.0189860085397
135;3;17.9;88;0.0531697341513292;-3.94331395348837;24.0331815382674
135;4;17.7;90;0.0531697341513292;-3.94331395348837;24.047442210344
135;5;17.6;90;0.0531697341513292;-3.94331395348837;24.0617681345798
135;6;18.6;89;0.0531697341513292;-3.94331395348837;24.076159420785
135;7;21.3;73;0.0531697341513292;-3.94331395348837;24.0906161787697
135;8;23;66;0.0531697341513577;-3.94331395348885;24.1051385183443
135;9;25.2;60;0.177021792543947;-6.02920999999732;24.1197265493189
135;10;26.8;54;0.292433537832286;-7.97295567804247;24.1343803815037
135;11;28.4;47;0.391539850301967;-9.64208793185821;24.149100124709
135;12;29.3;47;0.467586798538975;-10.9228581567163;24.1638858887449
135;13;30.5;37;0.515391908694557;-11.7279839783667;24.1787377834218
135;14;30.3;36;0.531697341513292;-12.0025974025974;24.1936559185497
135;15;29;43;0.515391908694564;-11.7279839783668;24.208640403939
135;16;29.6;41;0.467586798538989;-10.9228581567165;24.2236913493998
135;17;28.9;43;0.391539850301927;-9.64208793185753;24.2388088647424
135;18;27.8;48;0.292433537832311;-7.97295567804289;24.2539930597769
135;19;24.4;62;0.177021792543974;-6.02920999999779;24.2692440443136
135;20;23.5;65;0.0531697341513292;-3.94331395348837;24.2845619281628
135;21;23.1;65;0.0531697341513292;-3.94331395348837;24.2999468211346
135;22;22.2;68;0.0531697341513292;-3.94331395348837;24.3153988330392
135;23;22.2;67;0.0531697341513292;-3.94331395348837;24.3309180736869
135;24;21.3;70;0.0531697341513292;-3.94331395348837;24.3465046528878
136;1;19.3;78;0.0531697341513292;-3.94331395348837;24.3621586804523
136;2;18.2;85;0.0531697341513292;-3.94331395348837;24.3778802431279
136;3;18.9;82;0.0531697341513292;-3.94331395348837;24.3936693354124
136;4;18.1;86;0.0531697341513292;-3.94331395348837;24.4095259287407
136;5;18;85;0.0531697341513292;-3.94331395348837;24.4254499945481
136;6;19.4;79;0.0531697341513292;-3.94331395348837;24.4414415042696
136;7;21.6;70;0.0531697341513292;-3.94331395348837;24.4575004293404
136;8;23.4;64;0.0531697341513577;-3.94331395348885;24.4736267411955
136;9;25.3;53;0.177021792543947;-6.02920999999732;24.48982041127
136;10;27.2;49;0.292433537832286;-7.97295567804247;24.506081410999
136;11;28.8;45;0.391539850301967;-9.64208793185821;24.5224097118177
136;12;29.6;41;0.467586798538975;-10.9228581567163;24.5388052851611
136;13;30.1;38;0.515391908694557;-11.7279839783667;24.5552681024643
136;14;30.6;32;0.531697341513292;-12.0025974025974;24.5717981351626
136;15;30.6;31;0.515391908694564;-11.7279839783668;24.5883953546908
136;16;30;33;0.467586798538989;-10.9228581567165;24.6050597324842
136;17;28.8;34;0.391539850301927;-9.64208793185753;24.6217912399779
136;18;26.4;43;0.292433537832311;-7.97295567804289;24.6385898486069
136;19;24.3;49;0.177021792543974;-6.02920999999779;24.6554555298064
136;20;22.1;59;0.0531697341513292;-3.94331395348837;24.6723882550114
136;21;20.7;63;0.0531697341513292;-3.94331395348837;24.6893879956571
136;22;20.3;62;0.0531697341513292;-3.94331395348837;24.7064547231786
136;23;19.9;63;0.0531697341513292;-3.94331395348837;24.7235884090109
136;24;19.7;62;0.0531697341513292;-3.94331395348837;24.7407890245893
137;1;18.2;68;0.0531697341513292;-3.94331395348837;24.7580565413487
137;2;18;67;0.0531697341513292;-3.94331395348837;24.7753909307242
137;3;17.3;71;0.0531697341513292;-3.94331395348837;24.7927921641511
137;4;16.4;75;0.0531697341513292;-3.94331395348837;24.8102602130644
137;5;15.7;78;0.0531697341513292;-3.94331395348837;24.8277950488991
137;6;16.8;76;0.0531697341513292;-3.94331395348837;24.8453966430904
137;7;19.3;68;0.0531697341513292;-3.94331395348837;24.8630649670734
137;8;22.7;56;0.0531697341513577;-3.94331395348885;24.8807999922833
137;9;24.6;50;0.177021792543947;-6.02920999999732;24.898601690155
137;10;26.4;43;0.292433537832286;-7.97295567804247;24.9164700321237
137;11;28.1;37;0.391539850301967;-9.64208793185821;24.9344049896246
137;12;30.2;31;0.467586798538975;-10.9228581567163;24.9524065340926
137;13;30;35;0.515391908694557;-11.7279839783667;24.9704746369629
137;14;29.4;29;0.531697341513292;-12.0025974025974;24.9886092696707
137;15;30.6;26;0.515391908694564;-11.7279839783668;25.006810403651
137;16;30.1;27;0.467586798538989;-10.9228581567165;25.0250780103389
137;17;29.3;30;0.391539850301927;-9.64208793185753;25.0434120611695
137;18;25.9;39;0.292433537832311;-7.97295567804289;25.061812527578
137;19;23.9;44;0.177021792543974;-6.02920999999779;25.0802793809994
137;20;20.4;58;0.0531697341513292;-3.94331395348837;25.0988125928688
137;21;21.5;52;0.0531697341513292;-3.94331395348837;25.1174121346213
137;22;21.7;53;0.0531697341513292;-3.94331395348837;25.1360779776921
137;23;20.8;56;0.0531697341513292;-3.94331395348837;25.1548100935162
137;24;18.3;67;0.0531697341513292;-3.94331395348837;25.1736084535288
138;1;17.4;69;0.0531697341513292;-3.94331395348837;25.1924730291649
138;2;15.5;82;0.0531697341513292;-3.94331395348837;25.2114037918597
138;3;14.2;87;0.0531697341513292;-3.94331395348837;25.2304007130482
138;4;14.9;87;0.0531697341513292;-3.94331395348837;25.2494637641656
138;5;15.2;83;0.0531697341513292;-3.94331395348837;25.2685929166469
138;6;14.4;91;0.0531697341513292;-3.94331395348837;25.2877881419273
138;7;18.1;77;0.0531697341513292;-3.94331395348837;25.3070494114418
138;8;22;59;0.0531697341513577;-3.94331395348885;25.3263766966256
138;9;24.3;48;0.177021792543947;-6.02920999999732;25.3457699689138
138;10;27.1;45;0.292433537832286;-7.97295567804247;25.3652291997415
138;11;29.8;36;0.391539850301967;-9.64208793185821;25.3847543605437
138;12;31.6;26;0.467586798538975;-10.9228581567163;25.4043454227556
138;13;31.9;24;0.515391908694557;-11.7279839783667;25.4240023578123
138;14;32.1;23;0.531697341513292;-12.0025974025974;25.4437251371489
138;15;31.6;26;0.515391908694564;-11.7279839783668;25.4635137322004
138;16;31.3;26;0.467586798538989;-10.9228581567165;25.4833681144021
138;17;29.5;35;0.391539850301927;-9.64208793185753;25.5032882551889
138;18;27.1;41;0.292433537832311;-7.97295567804289;25.5232741259961
138;19;23.1;56;0.177021792543974;-6.02920999999779;25.5433256982586
138;20;21.7;62;0.0531697341513292;-3.94331395348837;25.5634429434116
138;21;19.9;69;0.0531697341513292;-3.94331395348837;25.5836258328903
138;22;21.4;60;0.0531697341513292;-3.94331395348837;25.6038743381296
138;23;18.7;70;0.0531697341513292;-3.94331395348837;25.6241884305648
138;24;16.1;87;0.0531697341513292;-3.94331395348837;25.6445680816308
139;1;15.2;89;0.0531697341513292;-3.94331395348837;25.6650132627629
139;2;15;89;0.0531697341513292;-3.94331395348837;25.6855239453961
139;3;14.6;91;0.0531697341513292;-3.94331395348837;25.7061001009655
139;4;14.4;93;0.0531697341513292;-3.94331395348837;25.7267417009062
139;5;13.6;95;0.0531697341513292;-3.94331395348837;25.7474487166534
139;6;14.6;94;0.0531697341513292;-3.94331395348837;25.7682211196421
139;7;18;83;0.0531697341513292;-3.94331395348837;25.7890588813074
139;8;21.1;65;0.0531697341513577;-3.94331395348885;25.8099619730845
139;9;24.6;53;0.177021792543947;-6.02920999999732;25.8309303664084
139;10;27;43;0.292433537832286;-7.97295567804247;25.8519640327142
139;11;28.3;40;0.391539850301967;-9.64208793185821;25.8730629434371
139;12;30.4;30;0.467586798538975;-10.9228581567163;25.8942270700121
